BANK,IFSC,MICR CODE,BRANCH,CITY,DISTRICT,STATE
SBI,SBIN0030334,400005001,SERVICE BRANCH, MUMBAI,MUMBAI,MUMBAI,MAHARASHTRA
SBI,SBIN0030335,211005002,S.P.MARG, ALLAHABAD,ALLAHABAD,ALLAHABAD,UTTAR PRADESH
SBI,SBIN0030336,400005007,PORT(JNPT) NHAVA SHEVA BRANCH,NHAVA SHEVA,RAIGARH,MAHARASHTRA
SBI,SBIN0030337,NOT AVAILABLE,ASINDER(NARMADANAGAR),ASINDER,KHANDWA,MADHYA PRADESH
SBI,SBIN0030339,NOT AVAILABLE,SADIAKUWA,SADIAKUWA,RAJGARH,MADHYA PRADESH
SBI,SBIN0030340,452005003,IFB, INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030341,NOT AVAILABLE,RBO DAMOH,DAMOH,DAMOH,MADHYA PRADESH
SBI,SBIN0030342,400005008,MITTAL COURT TOWER-II, NARIMAN POINT BRANCH,MUMBAI,MUMBAI,MAHARASHTRA
SBI,SBIN0030343,462005009,HABIBGANJ, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030344,452005018,NEMI NAGAR (JAIN COLONY),INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030346,NOT AVAILABLE,JAIL ROAD, BIKANER,BIKANER,BIKANER,RAJASTHAN
SBI,SBIN0030347,NOT AVAILABLE,DESHLAHRA COMPLEX,DURG,DURG,DURG,CHANDIGARH
SBI,SBIN0030348,342005002,PAOTA B ROAD, JODHPUR,JODHPUR,JODHPUR,RAJASTHAN
SBI,SBIN0030349,NOT AVAILABLE,RBO IV, GUNA,GUNA,GUNA,MADHYA PRADESH
SBI,SBIN0030350,226005003,BABUGANJ, LUCKNOW,LUCKNOW,LUCKNOW,UTTAR PRADESH
SBI,SBIN0030352,474005001,SERVICE BRANCH, GWALIOR,GWALIOR,GWALIOR,MADHYA PRADESH
SBI,SBIN0030353,462005001,SERVICE BRANCH BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030354,110005001,SERVICE BRANCH, NEW DELHI,NEW DELHI,DELHI,DELHI
SBI,SBIN0030355,400005009,PORTUGESE CHURCH, DADAR BRANCH,MUMBAI,MUMBAI,MAHARASHTRA
SBI,SBIN0030356,110005008,COMMERCIAL BRANCH, CONNAUGHT PLACE,NEW DELHI,NEW DELHI,DELHI,DELHI
SBI,SBIN0030357,NOT AVAILABLE,A.B.ROAD,DHAMNOD,DHAMNOD,DHAR,MADHYA PRADESH
SBI,SBIN0030358,NOT AVAILABLE,CEMENT ROAD, PIPARIYA,PIPARIYA,HOSHANGABAD,MADHYA PRADESH
SBI,SBIN0030359,452005019,MYH CAMPUS,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030360,452005026,SHRI VAISHNAV POLY COLLEGE,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030361,452005028,SSI FINANCE-SAJAN NAGAR,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030362,NOT AVAILABLE,SHAMGARH,SHAMGARH,MANDSAUR,MADHYA PRADESH
SBI,SBIN0030363,110005010,N.N.ROAD, BAHADURGARH,BAHADURGARH,JHAJJAR,HARYANA
SBI,SBIN0030364,NOT AVAILABLE,STATION ROAD, MAHASAMUND,MAHASAMUND,MAHASAMUND,CHANDIGARH
SBI,SBIN0030365,NOT AVAILABLE,MEHTA BUILDING,DHAMTARI,DHAMTARI,DHAMTARI,CHANDIGARH
SBI,SBIN0030366,400005010,THAKUR COMPLEX ,KANDIVALI BRANCH,KANDIVALI MUMBA,MUMBAI,MAHARASHTRA
SBI,SBIN0030367,462005010,J.P HOSPITAL  BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030368,NOT AVAILABLE,CIRCULAR ROAD, REWARI,REWARI HARYANA,REWARI, HARYANA,HARYANA
SBI,SBIN0030369,400005011,KASTURI PLAZA,DOMBIVLI BRANCH,DOMBIVLI,THANE,MAHARASHTRA
SBI,SBIN0030370,NOT AVAILABLE,CITY BRANCH, NAGDA,NAGDA,UJJAIN,MADHYA PRADESH
SBI,SBIN0030371,NOT AVAILABLE,SILWASA ROAD, VAPI,VAPI,VALSAD,GUJARAT
SBI,SBIN0030372,110005009,RAILWAY ROAD, NARELA MANDI, NEW DELHI,NEW DELHI,DELHI,DELHI
SBI,SBIN0030373,474005007,AFS MAHARAJPUR GWALIOR,GWALIOR,GWALIOR,MADHYA PRADESH
SBI,SBIN0030374,492005003,S.S.I BRANCH RAIPUR,RAIPUR,RAIPUR,CHANDIGARH
SBI,SBIN0030375,NOT AVAILABLE,STATION ROAD, BINA,BINA,SAGAR,MADHYA PRADESH
SBI,SBIN0030376,NOT AVAILABLE,SINGHANIA COMPLEX, SHAHDOL,SHAHDOL,SHAHDOL,MADHYA PRADESH
SBI,SBIN0030377,NOT AVAILABLE,KUSHAL BAGH, BANSWARA,BANSWARA,BANSWARA,RAJASTHAN
SBI,SBIN0030378,400005012,VISHWAKARMA NIWAS,VASAI ROAD BRANCH,VASAI ROAD,THANE,MAHARASHTRA
SBI,SBIN0030379,NOT AVAILABLE,PILI KOTHI ROAD, TIKAMGARH,TIKAMGARH,TIKAMGARH,MADHYA PRADESH
SBI,SBIN0030380,NOT AVAILABLE,GAYATRI COMPLEX, SIDHI,SIDHI,SIDHI,MADHYA PRADESH
SBI,SBIN0030381,NOT AVAILABLE,COLLECTORATE DHAR,DHAR,DHAR,MADHYA PRADESH
SBI,SBIN0030382,462005011,LINK ROAD-1, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030383,NOT AVAILABLE,STATION ROAD, JANJGIR,JANJGIR,CHAMPA,CHANDIGARH
SBI,SBIN0030384,452005031,AGRAWAL NAGAR,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030385,462002089,D B MALL, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030387,462005012,JAWAHAR CHOWK, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030388,462005013,NARMADA BHAWAN, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030389,452005030,DAVV BHAWARKUA ROAD,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030390,462005014,HOSHANGABAD ROAD, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030391,NOT AVAILABLE,COLLECTORATE , GUNA,GUNA,GUNA,MADHYA PRADESH
SBI,SBIN0030392,NOT AVAILABLE,CIVIL LINES, MANDLA,MANDLA,MANDLA,MADHYA PRADESH
SBI,SBIN0030394,NOT AVAILABLE,SUBHASH CHOWK,BALAGHAT,BALAGHAT,BALAGHAT,MADHYA PRADESH
SBI,SBIN0030395,NOT AVAILABLE,LAHAR ROAD,BHIND,BHIND,BHIND,MADHYA PRADESH
SBI,SBIN0030396,NOT AVAILABLE,COLLECTRATE VIDISHA,VIDISHA,VIDISHA,MADHYA PRADESH
SBI,SBIN0030397,NOT AVAILABLE,JAL CHAKKI, RAJNAGAR,RAJNAGAR,RAJSAMAUD(RAJASTHAN),RAJASTHAN
SBI,SBIN0030398,NOT AVAILABLE,SMRITI NAGAR, BHILAI,BHILAI,DURG,CHANDIGARH
SBI,SBIN0030399,NOT AVAILABLE,AMBEDKAR RD.NEEMUCH,NEEMUCH,NEEMUCH,MADHYA PRADESH
SBI,SBIN0030400,NOT AVAILABLE,GOSHALA PARA, RAJNANDGAON,RAJNAND GAON,RAJNAND GAON,CHANDIGARH
SBI,SBIN0030401,452005034,CHOITHRAM HOSPITAL,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030402,NOT AVAILABLE,SPECIALISED BR KHARGONE,KHARGONE,KHARGONE(WEST NIMAR),MADHYA PRADESH
SBI,SBIN0030403,452005044,ROOPRAM NAGAR,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030404,462005015,VASANT KUNJ, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030405,462005016,KOTRA-SULTANABAD, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030406,NOT AVAILABLE,THAKUR ROAD,JAGDALPUR,JAGDALPUR,BASTAR,CHANDIGARH
SBI,SBIN0030407,NOT AVAILABLE,MANASA,MANASA,NEEMUCH,MADHYA PRADESH
SBI,SBIN0030408,NOT AVAILABLE,CHANDRAKANTA COMPLEX,AMBIKAPUR,AMBIKAPUR,SARGUJA,CHANDIGARH
SBI,SBIN0030409,700005001,SERVICE BRANCH, KOLKATA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0030410,110005011,OLD DELHI ROAD, GURGAON,GURGAON,GURGAON,HARYANA
SBI,SBIN0030412,452005035,GOYAL NAGAR,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030413,474005008,GANDHI ROAD, GWALIOR,GWALIOR,GWALIOR,MADHYA PRADESH
SBI,SBIN0030414,NOT AVAILABLE,ITWARI BAZAR,RAIGARH,RAIGARH,RAIGARH(CG),CHANDIGARH
SBI,SBIN0030415,462005017,KOH-E-FIZA, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030416,452005037,GUMSHTA NAGAR,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030417,474005009,LAXMIGANJ MANDI, GWALIOR?·,GWALIOR,GWALIOR,MADHYA PRADESH
SBI,SBIN0030418,452005038,SADHANA NAGAR, INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030419,400005013,SECTOR-10, VASHI BRANCH,VASHI,THANE,MAHARASHTRA
SBI,SBIN0030420,NOT AVAILABLE,MP NAGAR ,KORBA,KORBA,KORBA,CHANDIGARH
SBI,SBIN0030421,380005005,SHIKHAR APARTMENT, SATELLITE, AHMEDABAD,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0030422,462005018,IDGAH HILLS ,BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030423,NOT AVAILABLE,PANCHAYAT BHAWAN, JIRAPUR,JIRAPUR,RAJGARH,MADHYA PRADESH
SBI,SBIN0030425,440005004,WARDHMAN NAGAR NAGPUR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0030426,452005039,KHATIWALA TANK,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030427,NOT AVAILABLE,ZONAL OFFICE BILASPUR,BILASPUR,BILASPUR,CHANDIGARH
SBI,SBIN0030428,NOT AVAILABLE,MANDI PRANGAN, MANDSAUR,MANDSAUR,MANDSAUR,MADHYA PRADESH
SBI,SBIN0030429,600005004,AYYAPPA NAGAR, KOYAMBEDU, CHENNAI,CHENNAI,CHENNAI,TAMIL NADU
SBI,SBIN0030430,NOT AVAILABLE,OFFICE ADMINISTRATION DEPT H O,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030431,NOT AVAILABLE,GANDHI MANDIR WARD,BHATAPARA,BHATAPARA,RAIPUR,CHANDIGARH
SBI,SBIN0030432,110005012,SECTOR-14,ROHINI, NEW DELHI,NEW DELHI,DELHI,DELHI
SBI,SBIN0030433,NOT AVAILABLE,IMLI CHOWK, PORSA,PORSA,MORENA,MADHYA PRADESH
SBI,SBIN0030434,530005002,SHRINAGAR, VISAKHAPATNAM,VISAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH
SBI,SBIN0030435,NOT AVAILABLE,KHACHROD,KHACHROD,UJJAIN,MADHYA PRADESH
SBI,SBIN0030436,NOT AVAILABLE,GANESH MARKET, PANNA,PANNA,PANNA,MADHYA PRADESH
SBI,SBIN0030437,NOT AVAILABLE,KASTURBA NGR RATLAM,RATLAM,RATLAM,MADHYA PRADESH
SBI,SBIN0030438,NOT AVAILABLE,AMBEDKAR CHOWK,BALODA BAZAR,BALODA BAZAR,RAIPUR,CHANDIGARH
SBI,SBIN0030439,NOT AVAILABLE,GANDHI MARG, KELARAS,KELARAS,MORENA,MADHYA PRADESH
SBI,SBIN0030440,160005002,CITY SUB CENTRE,SECTOR-34,CHANDIGARH,CHANDIGARH,CHANDIGARH,CHANDIGARH
SBI,SBIN0030442,462005019,SONAGIRI, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030443,492005005,MOTI BAGH, RAIPUR,RAIPUR,RAIPUR,CHANDIGARH
SBI,SBIN0030445,700005006,EKTP(NABAPALLY), KOLKATA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0030446,NOT AVAILABLE,JAORA SUGAR MILLS,JAORA,RATLAM,MADHYA PRADESH
SBI,SBIN0030448,482005005,SERVICE BRANCH, JABALPUR,JABALPUR,JABALPUR,MADHYA PRADESH
SBI,SBIN0030449,313005002,BUS STAND, UDAIPUR,UDAIPUR,UDAIPUR,RAJASTHAN
SBI,SBIN0030450,400005046,SCHEME NO. 54, A.B.ROAD,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030451,NOT AVAILABLE,GANDHI CHOWK, UMARIA,UMARIA,UMARIA,MADHYA PRADESH
SBI,SBIN0030452,NOT AVAILABLE,MAIN ROAD, DINDORI,DINDORI,DINDORI,MADHYA PRADESH
SBI,SBIN0030453,141005002,FIROJ GANDHI MARKET,LUDHIANA,LUDHIANA,LUDHIANA,PUNJAB
SBI,SBIN0030454,482005006,PER.BANK.BR.JABALPUR,JABALPUR,JABALPUR,MADHYA PRADESH
SBI,SBIN0030455,144005002,PALM ROSE,G.T.ROAD, JALANDHAR,JALANDHAR,JALANDHAR,PUNJAB
SBI,SBIN0030456,411005002,KOTHRUD, PUNE,PUNE,PUNE,MAHARASHTRA
SBI,SBIN0030457,452005048,RAJENDRA NAGAR,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030458,452005049,BANK COLONY, ANNAPURNA ROAD,,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030459,NOT AVAILABLE,KURAWAR (DISTT. RAJGARH),KURAWAR,RAJGARH,MADHYA PRADESH
SBI,SBIN0030460,452005050,A.B.ROAD, RAU, INDORE,RAU,INDORE,MADHYA PRADESH
SBI,SBIN0030461,462005020,ARERA HILLS BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030462,641005002,NRI BRANCH COIMBATORE,COIMBATORE,COIMBATORE,TAMIL NADU
SBI,SBIN0030463,452005051,RING RD BOMBAY HOSPITAL, INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030464,282005002,COLLECTORATE CAMPUS AGRA,AGRA,AGRA,UTTAR PRADESH
SBI,SBIN0030465,NOT AVAILABLE,SUBHASH CHOWK, PACHORE,PACHORE,RAJGARH,MADHYA PRADESH
SBI,SBIN0030466,NOT AVAILABLE,MANDLESHWAR,MANDLESHWAR,KHARGONE(WEST NIMAR),MADHYA PRADESH
SBI,SBIN0030467,452005052,HOLKAR SCIENCE COLLEGE,INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030468,700005007,NIOH CAMPUS KOLKATA,KOLKATA,KOLKATA,WEST BENGAL
SBI,SBIN0030469,440005005,KHAMLA, NAGPUR,NAGPUR,NAGPUR,MAHARASHTRA
SBI,SBIN0030470,452005053,IET BRANCH, INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030471,NOT AVAILABLE,RBO  RATLAM,RATLAM,RATLAM,MADHYA PRADESH
SBI,SBIN0030473,682005002,YMCA JUNCTION, ERNAKULAM,ERNAKULAM,ERNAKULAM,KERALA
SBI,SBIN0030474,NOT AVAILABLE,NARMADA MANDIR CHOWK, SEONI-MALWA,SEONIMALWA,HOSHANGABAD,MADHYA PRADESH
SBI,SBIN0030485,NOT AVAILABLE,BAGLI ROAD, HATPIPLIYA,HATPIPLIYA,DEWAS,MADHYA PRADESH
SBI,SBIN0030486,452005055,MANGLIYA,MANGLIYA,INDORE,MADHYA PRADESH
SBI,SBIN0030487,NOT AVAILABLE,KARHI,KARHI,KHARGONE(WEST NIMAR),MADHYA PRADESH
SBI,SBIN0030488,500005003,MADINAGUDA, HYDERABAD,HYDERABAD,HYDERABAD,ANDHRA PRADESH
SBI,SBIN0030490,NOT AVAILABLE,MANGLA (BILASPUR),MANGLA,BILASPUR,CHANDIGARH
SBI,SBIN0030491,110005013,SECTOR 12, DWARKA, NEW DELHI,NEW DELHI,DELHI,DELHI
SBI,SBIN0030492,NOT AVAILABLE,ADARSH MARG, ANUPPUR,ANUPPUR,ANUPPUR,MADHYA PRADESH
SBI,SBIN0030494,NOT AVAILABLE,TRADE FINANCE CENTRE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030495,560005003,SECTOR-1,HSR LAYOUT,BANGALORE,BANGALORE,BANGALORE,KARNATAKA
SBI,SBIN0030496,700005008,SALT LAKE,KOLKATA,SALT LAKE CITY,NORTH 24 PARGANA,WEST BENGAL
SBI,SBIN0030497,110005014,ATTA CHOWK, NOIDA,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
SBI,SBIN0030498,NOT AVAILABLE,KANNOD ROAD, ASHTA,ASHTA,SEHORE,MADHYA PRADESH
SBI,SBIN0030499,494005101,AANAPARA, KANKER,KANKER,KANKER,CHANDIGARH
SBI,SBIN0030500,492005006,P & SB, RAIPUR,RAIPUR,RAIPUR,CHANDIGARH
SBI,SBIN0030502,474005010,PATEL NAGAR,GWALIOR,GWALIOR,GWALIOR,MADHYA PRADESH
SBI,SBIN0030503,NOT AVAILABLE,C.A.C. JANAKPURI,NEW DELHI,NEW DELHI,DELHI
SBI,SBIN0030506,NOT AVAILABLE,RCPC RATLAM,RATLAM,RATLAM,MADHYA PRADESH
SBI,SBIN0030507,NOT AVAILABLE,RCPC DEWAS,DEWAS,DEWAS,MADHYA PRADESH
SBI,SBIN0030509,NOT AVAILABLE,SAINATH COLONY, BARWANI,BARWANI,BARWANI,MADHYA PRADESH
SBI,SBIN0030510,NOT AVAILABLE,DATANA,DATANA,UJJAIN,MADHYA PRADESH
SBI,SBIN0030511,NOT AVAILABLE,TONK KHURD,TONK KHURD,DEWAS,MADHYA PRADESH
SBI,SBIN0030512,NOT AVAILABLE,SANJAY CHOWK, PANIPAT,PANIPAT,RAJGARH,HARYANA
SBI,SBIN0030513,462005021,KOLAR ROAD, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030514,462005022,BERASIA ROAD, BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0030515,NOT AVAILABLE,BHOLYAWAS,BHOLYAWAS,NEEMUCH,MADHYA PRADESH
SBI,SBIN0030516,NOT AVAILABLE,SERVICE BRANCH, RAIPUR,RAIPUR,RAIPUR,CHANDIGARH
SBI,SBIN0030517,NOT AVAILABLE,NEW BLOCK, SHIVPURI,SHIVPURI,SHIVPURI,MADHYA PRADESH
SBI,SBIN0030519,NOT AVAILABLE,HAT ROAD, GUNA,GUNA,GUNA,MADHYA PRADESH
SBI,SBIN0030521,NOT AVAILABLE,GANIYARI ROAD, WAIDHAN,WAIDHAN,SIGRAULI,MADHYA PRADESH
SBI,SBIN0030522,NOT AVAILABLE,MADHAV COLLEGE CAMPUS UJJAIN,UJJAIN,UJJAIN,MADHYA PRADESH
SBI,SBIN0030523,NOT AVAILABLE,MCTE MHOW,MHOW,INDORE,MADHYA PRADESH
SBI,SBIN0030524,NOT AVAILABLE,SIMROL,SIMROL,INDORE,MADHYA PRADESH
SBI,SBIN0030525,452005059,IIM CAMPUS INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030526,452005058,AIRPORT INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030527,NOT AVAILABLE,H.B.ROAD, RANCHI,RANCHI,RANCHI,JHARKHAND
SBI,SBIN0030528,NOT AVAILABLE,HIGH COURT CAMPUS INDORE,INDORE,INDORE,MADHYA PRADESH
SBI,SBIN0030529,462005023,DISTT COURT ARERA HILLS BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
SBI,SBIN0060001,110002490,CHURCH MISSION ROAD CHANDNI CHOWK, DELHI,DELHI,NEW DELHI,DELHI
SBI,SBIN0060002,390002062,VADODARA, GENDIGATE,VADODARA,VADODARA,GUJARAT
SBI,SBIN0060003,390002100,JETALPAR ROAD, VADODARA,VADODARA,VADODARA,GUJARAT
SBI,SBIN0060004,395002047,SURAT, BEGAMPURA,SURAT,SURAT,GUJARAT
SBI,SBIN0060005,380002111,AHMEDABAD, BHADRA,AHMEDABAD,AHMEDABAD,GUJARAT
SBI,SBIN0060007,364002006,BHAVNAGAR, DARBARGADH,BHAVNAGAR,BHAVNAGAR,GUJARAT
SBI,SBIN0060008,364002007,BHAVNAGAR, KALANALA,BHAVNAGAR,BHAVNAGAR,GUJARAT
SBI,SBIN0060009,364002009,BHAVNAGAR, KRISHNANAGAR,BHAVNAGAR,BHAVNAGAR,GUJARAT
SBI,SBIN0060010,364002019,BHAVNAGAR,VADVA,BHAVNAGAR,BHAVNAGAR,GUJARAT
SBI,SBIN0060011,364002052,PALIYAD ROAD, BOTAD,BOTAD,BHAVNAGAR,GUJARAT
SBI,SBIN0060012,364002092,DARBARGADH, MAHUA,MAHUVA,BHAVNAGAR,GUJARAT
SBI,SBIN0060013,364002082,DARBARGADH, SAVARKUNDLA,SAVARKUNDLA,AMRELI,GUJARAT
SBI,SBIN0060014,364002025,PALITANA MAIN,PALITANA,BHAVNAGAR,GUJARAT
SBI,SBIN0060015,364002071,SIHOR,SIHOR,BHAVNAGAR,GUJARAT
SBI,SBIN0060016,364002121,AMARGADH,AMARGADH,BHAVNAGAR,GUJARAT
SBI,SBIN0060017,364002320,DHOLA JUNCTION,DHOLAJUNCTION,BHAVNAGAR,GUJARAT
SBI,SBIN0060018,364002150,DIHOR,DIHOR,BHAVNAGAR,GUJARAT
SBI,SBIN0060019,364002752,GADHADA,MAIN,GADHADA,BHAVNAGAR,GUJARAT
SBI,SBIN0060020,364002505,MAMLATDAR OFFICE COMPOUND, GARIYADHAR,GARIADHAR,BHAVNAGAR,GUJARAT
SBI,SBIN0060021,364002060,GHOGHA,GHOGHA,BHAVNAGAR,GUJARAT
SBI,SBIN0060022,364002892,JESAR,JESAR,AMRELI,GUJARAT
SBI,SBIN0060023,364002280,MOTA KHUNTAVADA,MOTAKHUNTAW,BHAVNAGAR,GUJARAT
SBI,SBIN0060024,364002507,NOGHANVADAR,NOGHANVADAR,BHAVNAGAR,GUJARAT
SBI,SBIN0060025,362002634,SANOSARA,SANOSARA,BHAVNAGAR,GUJARAT
SBI,SBIN0060026,364002111,TALAJA, MAIN,TALAJA,BHAVNAGAR,GUJARAT
SBI,SBIN0060027,364002330,UMARALA,UMRALA,BHAVNAGAR,GUJARAT
SBI,SBIN0060028,364002310,VALBHIPUR,VALLABHIPUR,BHAVNAGAR,GUJARAT
SBI,SBIN0060029,364002100,VARTEJ,VARTEJ,BHAVNAGAR,GUJARAT
SBI,SBIN0060030,365002002,LIBRARY CHOWK,AMRELI,AMRELI,GUJARAT
SBI,SBIN0060031,365002470,BAGASARA,BAGASARA,AMRELI,GUJARAT
SBI,SBIN0060032,365002640,DHARI,DHARI,AMRELI,GUJARAT
SBI,SBIN0060033,362002141,KODINAR,KODINAR,JUNAGADH,GUJARAT
SBI,SBIN0060034,365002430,LATHI,LATHI,AMRELI,GUJARAT
SBI,SBIN0060035,365002001,RAJULA, MAIN,RAJULA,AMRELI,GUJARAT
SBI,SBIN0060036,365002421,BABRA,BABRA,AMRELI,GUJARAT
SBI,SBIN0060037,365002630,CHALALA,CHALALA,AMRELI,GUJARAT
SBI,SBIN0060038,364002620,CHITAL,CHITAL,AMRELI,GUJARAT
SBI,SBIN0060039,364002987,DAMNAGAR,DAMNAGAR,AMRELI,GUJARAT
SBI,SBIN0060040,364002769,DUNGAR,DUNGAR,AMRELI,GUJARAT
SBI,SBIN0060041,364002091,GIRIRAJ CHOWK, JAFRABAD,JAFRABAD,AMRELI,GUJARAT
SBI,SBIN0060042,365002650,KHAMBHA,KHAMBHA,AMRELI,GUJARAT
SBI,SBIN0060043,363002545,LILIYA MOTA,LILIAMOTA,AMRELI,GUJARAT
SBI,SBIN0060044,365002450,VADIA,VADIA,AMRELI,GUJARAT
SBI,SBIN0060045,360002575,GHATWAD,GHANTWAD,JUNAGADH,GUJARAT
SBI,SBIN0060046,362002003,CIRCLE CHOWK, JUNAGADH,JUNAGADH,JUNAGADH,GUJARAT
SBI,SBIN0060047,360002123,MANEK CHOWK, PORBANDER,PORBANDAR,PORBANDAR,GUJARAT
SBI,SBIN0060048,360002124,PORBANDER, S.M. ROAD,PORBANDAR,PORBANDAR,GUJARAT
SBI,SBIN0060049,362002610,VANTHALI, SORATH,VANTHALI,JUNAGADH,GUJARAT
SBI,SBIN0060050,362002052,SATTA BAZAAR, VERAVAL,VERAVAL,JUNAGADH,GUJARAT
SBI,SBIN0060051,362002620,BANTWA,BANTWA,JUNAGADH,GUJARAT
SBI,SBIN0060052,362002071,KESHOD,KESHOD,JUNAGADH,GUJARAT
SBI,SBIN0060053,362002650,KUTIYANA,KUTIYANA,PORBANDAR,GUJARAT
SBI,SBIN0060054,362002131,MANAVADAR,MANAVADAR,JUNAGADH,GUJARAT
SBI,SBIN0060055,362002092,TOWER ROAD, MANGROL,MANGROL,JUNAGADH,GUJARAT
SBI,SBIN0060056,362002111,UNA, MAIN,UNA,JUNAGADH,GUJARAT
SBI,SBIN0060057,362002020,VISAVADAR,VISAVADAR,JUNAGADH,GUJARAT
SBI,SBIN0060058,362002444,BHESAN,BHESAN,JUNAGADH,GUJARAT
SBI,SBIN0060059,362002510,BILKHA,BILKHA,JUNAGADH,GUJARAT
SBI,SBIN0060060,362002530,GIR GDDHADA,GIRGADHADA,JUNAGADH,GUJARAT
SBI,SBIN0060061,362002034,MALIYA HATINA,MALIAHATINA,JUNAGADH,GUJARAT
SBI,SBIN0060062,360002550,RANAVAV,RANAVAV,PORBANDAR,GUJARAT
SBI,SBIN0060063,362002550,SANAKHADA,SANAKHADA,JUNAGADH,GUJARAT
SBI,SBIN0060064,362002640,SARDARGADH,SARDARGADH,JUNAGADH,GUJARAT
SBI,SBIN0060065,362002240,SHIL,SHIL,JUNAGADH,GUJARAT
SBI,SBIN0060066,362002503,TALALA GIR,TALALA,JUNAGADH,GUJARAT
SBI,SBIN0060067,362002085,MAJEWADI,MAJEVADI,JUNAGADH,GUJARAT
SBI,SBIN0060068,360002013,DHEBHAR ROAD, RAJKOT,RAJKOT,RAJKOT,GUJARAT
SBI,SBIN0060069,360008006,RAJKOT, GUNDAWADI,RAJKOT,RAJKOT,GUJARAT
SBI,SBIN0060070,360002011,RAJKOT, GYMKHANA,RAJKOT,RAJKOT,GUJARAT
SBI,SBIN0060071,363002022,PARA BAZAR, MORBI,MORVI,RAJKOT,GUJARAT
SBI,SBIN0060072,360002082,GALAXY CHOWK, DHORAJI,DHORAJI,RAJKOT,GUJARAT
SBI,SBIN0060073,360002042,M G ROAD, GONDAL,GONDAL,RAJKOT,GUJARAT
SBI,SBIN0060074,360002062,KANAKIA PLOT, JETPUR,JETPUR,RAJKOT,GUJARAT
SBI,SBIN0060075,360002226,RAJ MARG, UPLETA,UPLETA,RAJKOT,GUJARAT
SBI,SBIN0060076,364002450,BHAYAVADAR,BHAYAVADAR,RAJKOT,GUJARAT
SBI,SBIN0060077,360002141,JASDAN,JASDAN,RAJKOT,GUJARAT
SBI,SBIN0060078,363002072,PRATAP ROAD, WANKANER,WANKANER,RAJKOT,GUJARAT
